Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,ATC LEVEL,Is Drug Class,Semantic type UMLS property,ontology_type,cui_is_duplicate
R03AC19,olodaterol,,,False,C2934193,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/R03AC,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
B03AE01,"iron, vitamin B12 and folic acid",,,False,C3652753,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/B03AE,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
N01AB06,isoflurane,,,False,C0022180,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/N01AB,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
D01AA01,nystatin,,,False,C0028741,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T195,http://purl.bioontology.org/ontology/ATC/D01AA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T195,ATC,True
G01AA51,"nystatin, combinations",,,False,C3652820,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/G01AA,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
D07CB04,dexamethasone and antibiotics,,,False,C3652980,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/D07CB,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
J06BD09,sipavibart,,,False,C5854470,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/J06BD,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,ATC,False
P01BE05,artenimol,,,False,C2828299,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/P01BE,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
C04AE02,nicergoline,,,False,C0028008,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C04AE,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
S01GA06,oxedrine,,,False,C0795712,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/S01GA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
S01CA08,methylprednisolone and antiinfectives,,,False,C3652953,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/S01CA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
V08DA04,"perflutren, phospholipid microspheres",,,False,C3652550,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/ATC/V08DA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,ATC,False
B05AX02,thrombocytes,,,False,C0005821,http://purl.bioontology.org/ontology/STY/T025,http://purl.bioontology.org/ontology/ATC/B05AX,5.0,,http://purl.bioontology.org/ontology/STY/T025,ATC,False
G02CX04,Cimicifugae rhizoma,,,False,C3652943,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/G02CX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
J01XX01,fosfomycin,,,False,C0016610,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/J01XX,5.0,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,ATC,True
V09XA01,iodine (131I) norcholesterol,,,False,C3652621,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/ATC/V09XA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,ATC,False
N05CD07,temazepam,,,False,C0039468,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N05CD,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
C01CA18,octopamine,,,False,C0028403,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C01CA,5.0,,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
A02BD,Combinations for eradication of Helicobacter pylori,,,False,C3653686,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/A02B,4.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
N01BB51,"bupivacaine, combinations",,,False,C3653164,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N01BB,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
R01AX06,mupirocin,,,False,C0085259,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T195,http://purl.bioontology.org/ontology/ATC/R01AX,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T195,ATC,True
G03AC10,drospirenone,,,False,C0043822,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/G03AC,5.0,,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121,ATC,False
C09CA10,fimasartan,,,False,C2825622,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C09CA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
L01FD03,trastuzumab emtansine,,,False,C2935436,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/L01FD,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,ATC,False
C02KD,"Serotonin antagonists, antihypertensives",Serotonin antagonists,,False,C3540779,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C02K,4.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
C01AX,Other cardiac glycosides in ATC,Other cardiac glycosides,,False,C3654021,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C01A,4.0,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
L01XH01,vorinostat,,,False,C0672708,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/L01XH,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
J01XX09,daptomycin,,,False,C0057144,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/J01XX,5.0,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T116,ATC,False
V09IA08,technetium (99mTc) etarfolatide,,,False,C3700391,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/ATC/V09IA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,ATC,False
S02AA01,chloramphenicol,,,False,C0008168,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T195,http://purl.bioontology.org/ontology/ATC/S02AA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T195,ATC,True
C03DB,Other potassium-sparing agents in ATC,Other potassium-sparing agents,,False,C3653838,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C03D,4.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
N02CC06,eletriptan,,,False,C0759933,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N02CC,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
G01AF17,oxiconazole,,,False,C0069765,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/G01AF,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
C08CA11,manidipine,,,False,C0065656,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C08CA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
L01BC05,gemcitabine,,,False,C0045093,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T114,http://purl.bioontology.org/ontology/ATC/L01BC,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T114,ATC,False
M01AC05,lornoxicam,,,False,C0055477,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/M01AC,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
J07AH09,"meningococcus B, multicomponent vaccine",,,False,C3652502,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/J07AH,5.0,,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121,ATC,False
N06AX25,Hyperici herba,,,False,C0813171,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/N06AX,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
D04AA04,tripelennamine,,,False,C0041090,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/D04AA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
J04BA01,clofazimine,,,False,C0008996,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/ATC/J04BA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T130,ATC,False
R01AC03,azelastine,,,False,C0052762,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/R01AC,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,True
N05AB02,fluphenazine,,,False,C0016368,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/N05AB,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
B03AB08,ferric acetyl transferrin,,,False,C3652690,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/B03AB,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
H02BX01,"methylprednisolone, combinations",,,False,C3652437,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/H02BX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
C07FB12,nebivolol and amlodipine,,,False,C3871438,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C07FB,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
M04AB05,lesinurad,,,False,C3886073,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/M04AB,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
R06AX29,bilastine,,,False,C1101148,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/R06AX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
C10AX17,evinacumab,,,False,C4508522,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/C10AX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,ATC,False
D06AX04,neomycin,,,False,C0027603,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T195,http://purl.bioontology.org/ontology/ATC/D06AX,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T195,ATC,True
R05CA12,Hederae helicis folium,,,False,C3255599,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/R05CA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
R02AD05,ambroxol,,,False,C0002421,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/R02AD,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,True
P01CC01,nifurtimox,,,False,C0028073,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/P01CC,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
N03AX17,stiripentol,,,False,C0075262,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N03AX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
V09FX04,sodium iodide (124I),,,False,C1828393,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T196|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/ATC/V09FX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T196|http://purl.bioontology.org/ontology/STY/T130,ATC,False
C05AA12,triamcinolone,,,False,C0040864,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C05AA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
N05CD05,triazolam,,,False,C0040879,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N05CD,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
N05CM10,hexapropymate,,,False,C0062664,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/N05CM,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
G04CA04,silodosin,,,False,C1870115,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/G04CA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
S02CA01,prednisolone and antiinfectives,,,False,C3653054,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/S02CA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
A06AB06,senna glycosides,,,False,C3489575,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/A06AB,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
A16AA03,glutamine,,,False,C0017797,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/A16AA,5.0,,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116,ATC,False
D07AB11,hydrocortisone buteprate,,,False,C0063076,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/D07AB,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
R03AC05,rimiterol,,,False,C0035633,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/R03AC,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
H01BA05,ornipressin,,,False,C0029276,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/H01BA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116,ATC,False
L01AA05,chlormethine,,,False,C0025033,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131,http://purl.bioontology.org/ontology/ATC/L01AA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131,ATC,False
N02AE01,buprenorphine,,,False,C0006405,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N02AE,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
L01XX67,tagraxofusp,,,False,C4746084,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/L01XX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,ATC,False
G04BD03,meladrazine,,,False,C0065895,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/G04BD,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
L01EJ,Janus-associated kinase (JAK) inhibitors (L01EJ),Janus-associated kinase (JAK) inhibitors,,False,C5432226,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/L01E,4.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
S01ED05,carteolol,,,False,C0007299,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/S01ED,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
A02BB,Prostaglandin drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),Prostaglandins,,False,C3539187,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/A02B,4.0,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
J07BX06,enterovirus 71 vaccines,,,False,C5881807,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/J07BX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,ATC,False
A10BD28,metformin and teneligliptin,,,False,C5881811,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/A10BD,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
L01XB01,procarbazine,,,False,C0033223,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/L01XB,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
C02AC05,moxonidine,,,False,C0066837,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C02AC,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
H03BA,Thiouracil antithyroid preparations,Thiouracils,,False,C3653974,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T114,http://purl.bioontology.org/ontology/ATC/H03B,4.0,Y,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T114,ATC,False
S01AX25,lotilaner,,,False,C4550692,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/S01AX,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
L03AB60,"peginterferon alfa-2b, combinations",,,False,C3652608,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/L03AB,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
J07AR,Typhus (exanthematicus) vaccines,,,False,C3653292,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129,http://purl.bioontology.org/ontology/ATC/J07A,4.0,Y,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129,ATC,False
B05XA03,sodium chloride,,,False,C0037494,http://purl.bioontology.org/ontology/STY/T197,http://purl.bioontology.org/ontology/ATC/B05XA,5.0,,http://purl.bioontology.org/ontology/STY/T197,ATC,True
A02BC06,dexlansoprazole,,,False,C2348248,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/A02BC,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
D07BB02,desonide and antiseptics,,,False,C3652991,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/D07BB,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
G03CA03,estradiol,,,False,C0014912,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/G03CA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109,ATC,False
S01EB01,pilocarpine,,,False,C0031923,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/S01EB,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,True
P02CX02,bephenium,,,False,C0356357,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/P02CX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
G03BB01,mesterolone,,,False,C0025503,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/G03BB,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
C10AX05,meglutol,,,False,C0000402,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C10AX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
H02CA02,osilodrostat,,,False,C4330903,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/H02CA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
G01AX12,ciclopirox,,,False,C0055711,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/G01AX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
N01BA52,"procaine, combinations",,,False,C3653104,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/N01BA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
D01AC08,ketoconazole,,,False,C0022625,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/D01AC,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,True
A08AA09,mefenorex,,,False,C0065870,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/A08AA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
C01BG01,moracizine,,,False,C0079856,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C01BG,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
